FIRM,Class,Start,End,TOD,FIRMF,Length,Night,Gap,WS,Idx,Base,StartAdj,LenAdj,Comp,Trans,Press,P1S,P1L,P2S,P2L,MalAdj,NFZ,WNFZ,AFZ,WAFZ,MFZ,WMFZ,NBad,TIW,RIW,HIW,SIW,CCW
-10,0,1075,1695,-1,-10,620,1,999,0,11,3.00,0.00,0.00,0.00,-5.00,-11.00,-7,720,-10,755,1,0,1,0,0,0,0,0,3875,3,3,5,2.50
-10,0,340,830,-1,-10,490,0,705,0,20,6.00,-2.25,0.00,0.00,-8.00,-25.67,-10,630,-10,720,1,0,0,0,0,0,1,9,3884,1,7,5,5.50
-10,1,1315,2290,1830,-10,975,1,765,0,29,3.00,0.00,0.00,0.00,-9.00,-42.33,-10,640,-10,660,1,0,1,0,0,0,0,18,5076,1,7,5,2.00
2,0,95,555,-1,2,460,1,999,0,2,3.00,0.00,0.00,0.00,0.00,-1.00,2,605,11,0,0,0,1,0,0,0,0,0,605,0,0,1,0.00
4,0,1065,1505,-1,4,440,0,660,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,2,660,-1,665,1,0,0,0,0,0,0,0,3180,2,0,5,1.00
2,1,1315,2275,1830,-5,960,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,2,600,2,450,1,0,1,0,0,0,0,0,1763,1,0,4,0.00
0,0,265,910,-1,0,645,0,765,0,2,6.00,-3.50,0.00,0.00,-2.00,-0.67,1,800,5,570,0,0,1,0,1,0,0,0,1890,1,0,3,0.00
-10,0,1010,1765,-1,-10,755,1,745,0,9,3.00,0.00,-0.75,0.00,-5.00,-10.17,-10,825,-9,915,1,0,1,0,0,0,0,1,4185,1,5,5,0.00
-2,1,1135,2035,1830,-6,900,1,600,0,3,3.00,0.00,0.00,-2.00,-1.00,-2.00,1,735,1,735,1,0,1,0,0,0,0,0,2705,1,1,3,1.00
0,0,1035,1830,-1,0,795,1,999,0,2,3.00,0.00,-1.25,0.00,-1.00,-1.00,4,807,11,0,0,0,1,0,0,0,0,0,807,1,0,1,0.00
-10,0,880,1680,-1,-10,800,1,999,0,8,3.00,0.00,-1.25,0.00,-6.00,-8.67,-10,915,-9,871,1,0,1,0,1,0,0,1,5151,5,4,3,0.00
0,1,1135,2035,1830,-4,900,1,999,0,3,3.00,0.00,0.00,0.00,-1.00,-1.67,1,625,2,810,1,0,1,0,0,0,0,0,3335,1,0,4,0.00
4,0,490,1210,-1,4,720,0,645,0,2,6.00,0.00,0.00,-0.25,0.00,-0.67,5,345,11,0,0,0,0,0,1,0,0,0,345,0,0,1,0.00
-10,0,1335,2075,-1,-10,740,1,999,0,8,3.00,0.00,-0.25,0.00,-6.00,-9.00,-10,720,-7,640,1,0,1,0,0,0,0,1,3710,1,5,4,0.00
1,1,1225,2100,1830,-3,875,1,745,1,2,3.00,0.00,0.00,0.00,-1.50,-1.00,1,260,1,780,1,0,1,0,0,0,0,0,1040,1,0,2,0.00
-10,0,400,1210,-1,-10,810,0,999,0,9,6.00,-1.25,-0.75,0.00,-4.00,-10.00,-10,789,-4,730,0,0,0,0,1,0,1,1,4474,3,4,3,0.00
-10,0,880,1675,-1,-10,795,1,525,0,19,3.00,0.00,-1.25,-3.25,-5.00,-29.33,-10,855,-10,720,1,0,1,0,1,0,0,11,5356,0,7,3,2.00
0,1,1225,2115,1830,-4,890,1,735,1,2,3.00,0.00,0.00,0.00,-2.00,-1.00,1,270,-10,770,1,0,1,0,0,0,0,0,1825,1,2,2,0.00
1,0,810,1526,-1,1,716,0,999,0,5,6.00,0.00,0.00,0.00,-2.00,-3.33,-1,237,2,700,0,0,0,0,1,0,0,0,2085,1,0,4,0.00
5,0,865,1345,-1,5,480,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,0,308,1,550,1,0,0,0,1,0,0,0,1496,0,1,3,0.00
2,1,130,1065,390,-4,935,1,999,1,1,3.00,0.00,0.00,0.00,-0.67,0.00,1,475,1,744,1,0,1,0,1,0,0,0,1219,0,0,2,0.00
1,0,355,920,-1,1,565,0,720,0,4,6.00,-2.00,0.00,0.00,-1.00,-2.33,1,720,2,555,0,0,0,0,1,0,1,0,2965,1,0,3,0.00
3,0,390,905,-1,3,515,0,848,0,2,6.00,-1.50,0.00,0.00,-1.00,-0.67,5,450,-2,660,1,0,0,0,1,0,1,0,2310,0,1,4,3.00
-3,1,165,875,450,-3,710,0,999,0,2,6.00,-5.00,0.00,0.00,-3.00,-0.67,1,719,4,735,1,0,1,0,1,0,0,0,2524,0,0,4,0.00
-4,0,1205,1825,-1,-4,620,1,770,0,7,3.00,0.00,0.00,0.00,0.00,-7.00,-4,790,-2,580,0,0,1,0,0,0,0,0,3975,0,2,3,0.50
-10,0,1115,1780,-1,-10,665,1,999,0,8,3.00,0.00,0.00,0.00,-4.00,-8.83,-6,800,-5,555,1,0,1,0,0,0,0,0,3744,1,4,5,0.00
-10,1,1325,2325,1890,-10,1000,1,990,0,17,3.00,0.00,0.00,0.00,-6.00,-25.50,-10,540,-10,605,1,0,1,0,1,0,0,9,3650,2,7,5,0.00
0,0,965,1705,-1,0,740,1,999,0,3,3.00,0.00,-0.50,0.00,-1.00,-1.67,4,690,5,630,0,0,1,0,1,0,0,0,1320,1,0,2,0.00
-5,0,410,820,-1,-5,410,0,890,0,9,6.00,-1.25,0.00,0.00,-2.50,-7.67,-5,595,-7,660,1,0,0,0,0,0,1,0,3240,1,3,6,0.00
-10,1,1325,2325,1890,-10,1000,1,999,0,19,3.00,0.00,0.00,0.00,-3.50,-22.33,-10,635,-10,715,1,0,1,0,1,0,0,7,3528,1,7,5,0.00
2,0,50,750,-1,2,700,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,0,680,1,415,0,0,1,0,0,0,0,0,1555,1,0,2,0.00
-7,0,245,445,-1,-7,200,0,999,0,8,6.00,-4.00,0.00,0.00,-3.00,-6.17,-4,600,1,784,1,0,1,0,0,0,0,0,3444,1,2,6,0.00
-10,1,200,880,450,-10,680,0,720,0,8,6.00,-4.75,0.00,0.00,-5.00,-7.33,-9,800,-5,500,1,0,1,0,1,0,0,0,3140,3,4,5,4.50
5,0,410,890,-1,5,480,0,999,1,1,6.00,-1.25,0.00,0.00,0.00,0.00,5,390,11,0,0,0,0,0,1,0,1,0,390,0,0,1,0.00
-1,0,1206,1370,-1,-1,164,0,476,0,3,6.00,0.00,0.00,-3.00,-2.00,-1.67,0,785,4,780,1,0,0,0,0,0,0,0,1565,2,0,2,1.50
-10,1,200,880,450,-10,680,0,999,0,8,6.00,-4.75,0.00,0.00,-4.00,-7.50,-7,510,-8,755,1,0,1,0,1,0,0,0,3305,1,3,5,0.00
2,0,760,1200,-1,2,440,0,999,0,2,6.00,0.00,0.00,0.00,-3.00,-0.67,-2,635,2,540,0,0,0,0,1,0,0,0,1855,0,1,3,0.00
4,0,375,1088,-1,4,713,0,775,0,2,6.00,-1.75,0.00,0.00,0.00,-0.67,3,715,4,560,1,0,0,0,1,0,1,0,2355,0,0,3,0.00
2,1,90,840,450,2,750,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,2,525,2,500,1,0,1,0,0,0,0,0,1620,0,0,1,0.00
4,0,435,1225,-1,4,790,0,999,1,1,6.00,-0.75,-0.62,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
5,0,675,1220,-1,5,545,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,555,2,355,1,0,0,0,1,0,0,0,2370,0,0,3,0.00
4,0,435,1110,-1,4,675,0,999,1,1,6.00,-0.75,0.00,0.00,0.00,0.00,2,530,2,680,1,0,0,0,1,0,0,0,1210,0,0,2,0.00
0,1,75,770,450,0,695,1,915,0,3,3.00,0.00,0.00,0.00,-1.00,-2.00,1,525,5,330,1,0,1,0,0,0,0,0,1225,0,0,3,0.00
4,0,680,1475,-1,4,795,0,999,0,3,6.00,0.00,-0.62,0.00,0.00,-1.33,2,515,4,725,0,0,0,0,1,0,0,0,1635,0,0,3,1.00
-5,0,980,1465,-1,-5,485,0,480,0,6,6.00,0.00,0.00,-3.00,-3.00,-4.67,-3,585,-3,795,1,0,0,0,1,0,0,0,3220,2,3,4,5.00
-3,1,65,855,450,-4,790,1,785,0,4,3.00,0.00,0.00,0.00,-3.00,-2.67,-2,530,1,720,1,0,1,0,0,0,0,0,2020,2,1,3,1.00
-3,0,1430,1805,-1,-3,375,1,540,0,3,3.00,0.00,0.00,-3.00,-1.00,-1.67,-3,655,5,375,0,0,1,0,0,0,0,0,1030,1,1,2,2.50
4,0,415,1140,-1,4,725,0,685,0,3,6.00,-1.00,0.00,0.00,0.00,-1.33,0,780,5,325,1,0,0,0,1,0,1,0,1495,0,0,2,0.50
5,0,625,865,-1,5,240,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-3,315,4,725,1,0,0,0,0,0,0,0,0,0,0,0,0.00
-10,1,65,855,450,-10,790,1,785,0,10,3.00,0.00,0.00,0.00,-7.00,-11.33,-10,530,-10,720,1,0,1,0,0,0,0,2,3890,3,6,5,1.50
1,0,1006,1676,-1,1,670,1,999,1,1,3.00,0.00,0.00,0.00,-2.00,0.00,5,638,4,769,0,0,1,0,0,0,0,0,1407,0,0,1,0.00
1,0,1006,1627,-1,1,621,1,999,1,1,3.00,0.00,0.00,0.00,-2.00,0.00,4,723,1,726,1,0,1,0,0,0,0,0,2877,1,0,2,0.00
2,1,1366,2180,1890,2,814,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,2,597,3,616,1,0,1,0,0,0,0,0,1966,1,0,3,0.00
3,0,600,1078,-1,3,478,0,999,0,5,6.00,0.00,0.00,0.00,0.00,-2.67,2,365,5,191,0,0,0,0,1,0,0,0,1618,0,0,4,5.00
0,0,390,479,-1,0,89,0,999,0,6,6.00,-1.50,0.00,0.00,-1.00,-3.33,-2,415,3,160,1,0,0,0,0,0,1,0,1915,0,2,6,1.00
-1,1,1305,2072,1890,-2,767,1,680,0,3,3.00,0.00,0.00,-0.75,-2.00,-1.67,0,385,2,501,1,0,1,0,0,0,0,0,1815,2,1,5,4.00
0,0,360,820,-1,0,460,0,480,0,2,6.00,-2.00,0.00,-3.00,0.00,-0.67,5,615,-5,350,0,0,0,0,0,0,1,0,2637,4,3,5,5.00
-4,0,165,344,-1,-4,179,0,999,0,3,6.00,-5.00,0.00,0.00,-3.00,-1.67,-4,350,5,150,1,0,1,0,0,0,0,0,2770,2,1,4,2.00
2,1,300,905,450,2,605,0,999,1,1,6.00,-4.00,0.00,0.00,0.00,0.00,2,171,1,720,1,0,0,0,1,0,0,0,1338,1,0,2,0.00
0,0,1395,2120,-1,0,725,1,735,1,2,3.00,0.00,0.00,0.00,-2.00,-1.00,1,545,1,545,0,0,1,0,0,0,0,0,2585,0,0,4,2.00
4,0,625,1325,-1,4,700,0,795,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,520,-1,240,1,0,0,0,1,0,0,0,2320,0,0,4,1.00
2,1,110,1035,450,-3,925,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,1,735,1,435,1,0,1,0,1,0,0,0,2465,1,0,3,0.50
-7,0,104,804,-1,-7,700,1,999,0,8,3.00,0.00,0.00,0.00,-1.00,-8.50,-7,745,-3,520,0,0,1,0,0,0,0,0,3567,0,3,3,2.50
-10,0,1389,2214,-1,-10,825,1,805,0,9,3.00,0.00,-1.75,0.00,-4.00,-9.67,-10,735,-5,435,1,0,1,0,0,0,0,1,4370,4,3,4,0.00
-2,1,199,979,450,-2,780,0,999,1,1,6.00,-4.75,0.00,0.00,-3.00,0.00,-1,640,2,640,1,0,1,0,1,0,0,0,2435,1,2,3,1.00
-6,0,120,625,-1,-6,505,1,895,0,7,3.00,0.00,0.00,0.00,-2.00,-7.17,-5,695,-5,850,0,0,1,0,0,0,0,0,4045,1,4,4,0.00
-4,0,1260,2100,-1,-4,840,1,750,0,4,3.00,0.00,-2.00,0.00,-2.00,-3.00,-1,620,0,585,1,0,1,0,0,0,0,0,2990,0,2,5,0.50
-10,2,1320,2240,1890,-10,920,1,900,0,14,3.00,0.00,0.00,0.00,-4.00,-18.67,-10,765,-10,795,1,0,1,0,0,0,0,3,4970,1,7,6,0.00
-2,0,1080,1690,-1,-2,610,1,690,0,5,3.00,0.00,0.00,-0.50,-1.00,-3.33,-1,750,4,634,0,0,1,0,0,0,0,0,2328,1,0,2,0.00
2,2,1320,2245,1890,-4,925,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,4,315,1,550,1,0,1,0,0,0,0,0,865,1,0,2,0.00
-6,0,1185,1875,-1,-6,690,1,645,0,7,3.00,0.00,0.00,-1.25,0.00,-8.00,-6,795,-5,795,0,0,1,0,0,0,0,0,4960,0,4,1,0.00
-1,0,1185,2025,-1,-1,840,1,999,1,1,3.00,0.00,-2.00,0.00,-2.00,0.00,-6,690,-6,795,1,0,1,0,0,0,0,0,0,0,0,0,0.00
-10,1,1185,2145,1890,-10,960,1,600,0,10,3.00,0.00,0.00,-2.00,0.00,-14.00,-10,840,-10,870,1,0,1,0,0,0,0,2,4940,0,6,1,0.00
-4,0,1420,2140,-1,-4,720,1,999,0,5,3.00,0.00,0.00,0.00,-3.00,-3.83,1,720,2,720,0,0,1,0,0,0,0,0,2765,2,0,4,0.00
-1,0,255,1000,-1,-1,745,0,999,1,1,6.00,-3.75,-0.25,0.00,-3.00,0.00,-3,660,1,705,1,0,1,0,1,0,0,0,2950,0,2,4,0.00
-2,0,360,1120,-1,-2,760,0,999,0,5,6.00,-2.00,-0.38,0.00,-2.00,-3.67,-1,685,0,770,0,0,0,0,1,0,1,0,2695,1,0,3,0.50
4,0,475,1050,-1,4,575,0,695,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,555,-7,680,1,0,0,0,1,0,0,0,1235,0,1,2,2.00
-2,1,300,1260,450,-6,960,0,640,0,4,6.00,-3.00,0.00,-0.25,-2.00,-2.33,0,755,1,620,1,0,0,0,1,0,0,0,3210,1,2,5,0.50
-1,0,1260,1995,-1,-1,735,1,999,0,4,3.00,0.00,-0.25,0.00,-1.00,-3.00,0,420,-1,814,0,0,1,0,0,0,0,0,2737,0,0,4,0.00
-3,0,150,707,-1,-3,557,1,492,0,2,3.00,0.00,0.00,-3.75,-1.00,-1.00,5,633,3,468,1,0,1,0,0,0,0,0,1101,1,0,1,3.50
1,1,300,1260,450,-3,960,0,645,0,2,6.00,-4.00,0.00,-0.25,0.00,-0.67,3,750,3,469,1,0,0,0,1,0,0,0,2643,0,0,2,0.50
5,0,665,1030,-1,5,365,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
-1,0,1260,1690,-1,-1,430,1,535,0,2,3.00,0.00,0.00,-3.00,0.00,-1.00,2,716,-4,765,1,0,1,0,0,0,0,0,2277,1,1,4,2.00
2,1,340,1120,510,2,780,0,999,0,2,6.00,-3.25,0.00,0.00,0.00,-0.67,1,435,2,570,1,0,0,0,1,0,1,0,1700,1,0,3,0.00
4,0,435,1155,-1,4,720,0,999,1,1,6.00,-0.75,0.00,0.00,-1.00,0.00,-3,615,0,440,0,0,0,0,1,0,0,0,1625,1,1,3,0.50
-7,0,435,830,-1,-7,395,0,525,0,8,6.00,-0.75,0.00,-2.25,-3.00,-6.67,-3,675,-2,745,1,0,0,0,0,0,0,0,3470,0,2,6,3.00
-7,1,45,660,510,-7,615,1,999,0,7,3.00,0.00,0.00,0.00,-3.00,-6.83,-5,675,-6,840,1,0,1,0,0,0,0,0,2555,1,2,4,0.00
1,0,1425,1995,-1,1,570,1,999,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,550,1,390,0,0,1,0,0,0,0,0,2050,2,0,3,0.00
-2,0,685,1380,-1,-2,695,0,999,0,5,6.00,0.00,0.00,0.00,-4.00,-3.67,-3,610,2,695,1,0,0,0,1,0,0,0,2490,2,1,3,0.00
-2,1,45,660,510,-2,615,1,999,0,4,3.00,0.00,0.00,0.00,-2.00,-3.00,-1,675,0,680,1,0,1,0,0,0,0,0,1975,1,0,3,0.00
4,0,360,825,-1,4,465,0,999,1,1,6.00,-2.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00
3,0,360,1140,-1,3,780,0,645,0,2,6.00,-2.00,-0.50,-0.25,0.00,-0.67,3,795,2,600,1,0,0,0,1,0,1,0,3000,0,0,1,0.00
0,0,360,1080,-1,0,720,0,620,0,5,6.00,-2.00,0.00,-0.75,0.00,-3.00,1,820,2,780,1,0,0,0,1,0,1,0,4465,0,0,1,0.00
4,1,360,1220,510,3,860,0,999,1,1,6.00,-2.00,0.00,0.00,0.00,0.00,1,780,2,615,1,0,0,0,1,0,1,0,3670,0,0,1,0.00
4,0,360,1140,-1,4,780,0,999,1,1,6.00,-2.00,-0.50,0.00,0.00,0.00,2,570,3,600,0,0,0,0,1,0,1,0,2775,0,0,1,0.00
1,0,360,1080,-1,1,720,0,620,0,4,6.00,-2.00,0.00,-0.75,0.00,-2.00,2,820,3,780,1,0,0,0,1,0,1,0,3640,0,0,1,0.00
4,1,360,1220,510,3,860,0,999,1,1,6.00,-2.00,0.00,0.00,0.00,0.00,2,640,2,780,1,0,0,0,1,0,1,0,2795,0,0,1,0.00
5,0,410,1040,-1,5,630,0,999,1,1,6.00,-1.25,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00
4,0,979,1459,-1,4,480,0,999,0,4,6.00,0.00,0.00,0.00,0.00,-2.00,5,618,4,480,1,0,0,0,1,0,0,0,2538,0,0,2,0.00
-10,0,860,1820,-1,-10,960,1,999,0,4,3.00,0.00,-8.00,0.00,-3.00,-2.67,2,360,-1,780,1,0,1,0,1,0,0,0,2446,2,0,3,0.00
4,1,380,860,510,4,480,0,999,1,1,6.00,-1.75,0.00,0.00,-0.50,0.00,2,810,-10,960,1,0,0,0,0,0,1,0,810,0,0,1,0.00
4,0,380,1100,-1,4,720,0,999,1,1,6.00,-1.75,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00
4,0,381,1101,-1,4,720,0,720,0,2,6.00,-1.75,0.00,0.00,0.00,-0.67,4,720,0,720,1,0,0,0,1,0,1,0,4319,0,0,1,0.00
0,0,380,1250,-1,0,870,0,719,0,5,6.00,-1.75,-1.50,0.00,0.00,-3.00,2,720,3,720,1,0,0,0,1,0,1,0,4320,0,0,1,0.00
4,1,380,860,510,4,480,0,999,1,1,6.00,-1.75,0.00,0.00,0.00,0.00,4,720,4,720,1,0,0,0,0,0,1,0,3599,0,0,1,0.00
2,0,1300,2040,-1,2,740,1,999,1,1,3.00,0.00,-0.25,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-7,0,1315,1495,-1,-7,180,0,860,0,8,6.00,0.00,0.00,0.00,-5.00,-8.17,-8,745,-7,690,1,0,0,0,0,0,0,0,3785,2,4,4,0.00
-3,0,1300,2119,-1,-3,819,1,725,0,5,3.00,0.00,-1.50,0.00,0.00,-4.50,0,730,1,660,1,0,1,0,0,0,0,0,2900,0,0,4,0.00
0,1,55,845,510,-1,790,1,960,0,2,3.00,0.00,0.00,0.00,-2.00,-1.00,1,705,3,155,1,0,1,0,0,0,0,0,1557,1,0,1,0.00
4,0,506,700,-1,4,194,0,999,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,2,750,2,530,0,0,0,0,0,0,0,0,1280,0,0,2,0.00
2,0,1300,2119,-1,2,819,1,999,1,1,3.00,0.00,-1.50,0.00,0.00,0.00,2,545,1,440,1,0,1,0,0,0,0,0,1355,0,0,2,0.00
1,1,55,845,510,0,790,1,960,0,2,3.00,0.00,0.00,0.00,-1.33,-1.00,1,705,4,323,1,0,1,0,0,0,0,0,705,0,0,1,0.00
-8,0,1070,1630,-1,-8,560,1,480,0,5,3.00,0.00,0.00,-4.00,-3.00,-3.67,-2,335,0,570,0,0,1,0,0,0,0,0,1850,2,1,3,0.00
-10,0,1050,1585,-1,-10,535,0,685,0,13,6.00,0.00,0.00,0.00,-6.00,-13.67,-10,650,-8,145,1,0,0,0,0,0,0,1,2765,2,6,4,1.00
-9,0,1155,1665,-1,-9,510,1,530,0,7,3.00,0.00,0.00,-3.25,-3.00,-6.00,-4,370,-2,695,1,0,1,0,0,0,0,0,2900,2,2,5,2.50
0,1,150,775,510,0,625,1,730,0,3,3.00,0.00,0.00,0.00,-1.00,-1.67,5,275,4,665,1,0,1,0,0,0,0,0,2240,2,2,3,0.00
5,0,390,845,-1,5,455,0,999,1,1,6.00,-1.50,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00
5,0,885,1495,-1,5,610,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,415,5,120,1,0,0,0,1,0,0,0,415,0,0,1,0.00
0,1,150,775,510,0,625,1,730,0,3,3.00,0.00,0.00,0.00,-1.00,-1.67,5,275,5,614,1,0,1,0,0,0,0,0,1369,1,0,3,0.00
5,0,970,1385,-1,5,415,0,999,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,660,4,740,0,0,0,0,1,0,0,0,1400,0,0,2,0.50
2,0,270,620,-1,2,350,0,999,1,1,6.00,-4.50,0.00,0.00,0.00,0.00,5,415,4,660,1,0,1,0,0,0,0,0,0,0,0,0,0.00
-10,0,1265,2030,-1,-10,765,1,835,1,10,3.00,0.00,-0.75,0.00,-3.00,-10.33,-8,399,-5,550,1,0,1,0,0,0,0,0,3069,1,2,6,2.00
-5,1,360,1145,510,-6,785,0,555,0,7,6.00,-2.00,0.00,-1.75,-2.00,-5.33,0,705,0,780,1,0,0,0,1,0,1,0,3275,2,1,5,2.00
-1,0,1410,1960,-1,-1,550,1,630,0,2,3.00,0.00,0.00,-1.50,-1.00,-1.00,5,385,5,465,0,0,1,0,0,0,0,0,1390,1,0,3,0.00
-10,0,1290,2025,-1,-10,735,1,640,0,9,3.00,0.00,-0.25,-1.25,-3.50,-10.33,-9,740,-9,480,1,0,1,0,0,0,0,0,4566,3,5,6,1.50
1,1,360,1145,510,0,785,0,555,0,3,6.00,-2.00,0.00,-1.75,0.00,-1.33,4,705,4,780,1,0,0,0,1,0,1,0,3500,0,3,3,2.00
-3,0,1140,1740,-1,-3,600,1,480,0,2,3.00,0.00,0.00,-4.00,-1.00,-1.00,2,375,11,0,0,0,1,0,0,0,0,0,375,1,0,1,0.00
3,0,360,780,-1,3,420,0,999,1,1,6.00,-2.00,0.00,0.00,-1.00,0.00,-5,575,-4,255,1,0,0,0,0,0,1,0,3055,1,4,5,1.00
-3,0,270,750,-1,-3,480,0,490,0,3,6.00,-4.50,0.00,-2.75,0.00,-1.33,4,765,2,710,1,0,1,0,0,0,0,0,3155,0,1,2,2.00
-5,1,420,823,510,-5,403,0,600,0,8,6.00,-1.00,0.00,-1.00,-2.00,-6.83,-4,660,-1,180,1,0,0,0,0,0,1,0,4090,2,3,6,12.00
-1,0,600,1319,-1,-1,719,0,840,0,6,6.00,0.00,0.00,0.00,-3.00,-4.33,0,720,-4,755,0,0,0,0,1,0,0,0,3500,2,2,3,0.00
-6,0,1200,1870,-1,-6,670,1,999,0,9,3.00,0.00,0.00,0.00,-1.00,-7.67,0,345,1,455,1,0,1,0,0,0,0,0,3240,1,0,3,0.00
2,1,420,823,510,2,403,0,999,1,1,6.00,-1.00,0.00,0.00,-3.00,0.00,-2,740,4,285,1,0,0,0,0,0,1,0,1845,1,1,2,0.00
-6,0,1340,2235,-1,-6,895,1,999,0,4,3.00,0.00,-4.00,0.00,-2.00,-2.67,-1,675,4,680,0,0,1,0,0,0,0,0,3345,2,0,5,0.00
4,0,365,1135,-1,4,770,0,999,1,1,6.00,-2.00,-0.50,0.00,0.00,0.00,3,540,0,725,1,0,0,0,1,0,1,0,1970,0,0,3,0.00
-3,1,15,950,510,-9,935,1,600,0,3,3.00,0.00,0.00,-2.00,-2.00,-1.67,0,630,2,635,1,0,1,0,1,0,0,0,2560,1,0,4,2.00
-1,0,1390,2092,-1,-1,702,1,999,0,4,3.00,0.00,0.00,0.00,-1.00,-3.00,0,658,0,785,0,0,1,0,0,0,0,0,2828,1,0,4,0.00
0,0,1221,1415,-1,0,194,0,886,0,5,6.00,0.00,0.00,0.00,-3.00,-3.33,-2,675,-1,720,1,0,0,0,0,0,0,0,2850,2,1,3,0.00
-2,2,1250,2160,1950,-7,910,1,615,0,4,3.00,0.00,0.00,-1.75,0.00,-3.00,-4,765,1,760,1,0,1,0,0,0,0,0,3990,0,3,4,2.50
-8,0,1250,2045,-1,-8,795,1,770,0,6,3.00,0.00,-1.25,0.00,-4.00,-5.33,-9,895,1,190,0,0,1,0,0,0,0,0,3560,4,2,5,0.00
2,0,710,1445,-1,2,735,0,610,0,4,6.00,0.00,-0.12,-1.00,-1.00,-2.33,3,680,1,765,1,0,0,0,1,0,0,0,3190,1,1,4,1.50
-1,2,1250,2170,1950,-7,920,1,615,0,2,3.00,0.00,0.00,-1.75,-1.00,-1.00,1,765,-9,485,1,0,1,0,0,0,0,0,2865,1,3,4,0.50
-1,0,267,1137,-1,-1,870,0,860,0,2,6.00,-3.50,-1.50,0.00,-1.00,-0.67,3,515,2,270,0,0,1,0,1,0,0,0,785,0,0,2,0.50
2,0,882,1601,-1,2,719,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,1,645,4,780,1,0,1,0,1,0,0,0,2105,1,0,3,0.00
2,2,1227,2396,1950,-5,1169,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,-1,810,2,1050,1,0,1,0,1,0,0,0,1860,1,0,2,0.00
-1,0,72,878,-1,-1,806,1,999,0,2,3.00,0.00,-1.50,0.00,-1.00,-1.00,2,637,5,424,0,0,1,0,1,0,0,0,1587,0,0,2,0.00
-4,0,1182,1782,-1,-4,600,1,999,0,5,3.00,0.00,0.00,0.00,-3.50,-3.67,1,535,-2,725,1,0,1,0,0,0,0,0,2369,2,2,4,0.00
1,2,1227,2396,1950,-7,1169,1,999,1,1,3.00,0.00,0.00,0.00,-2.00,0.00,2,870,-4,743,1,0,1,0,1,0,0,0,2626,1,2,4,0.00
5,0,975,1430,-1,5,455,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,395,11,0,0,0,0,0,1,0,0,0,395,0,0,1,0.00
-4,0,1215,1660,-1,-4,445,1,999,0,6,3.00,0.00,0.00,0.00,-3.00,-4.33,-3,645,2,140,1,0,1,0,0,0,0,0,1949,1,1,4,0.00
-2,1,275,1180,510,-4,905,0,999,0,4,6.00,-3.50,0.00,0.00,-2.00,-2.33,1,670,1,565,1,0,0,0,1,0,0,0,2685,2,0,5,2.50
2,0,1220,1840,-1,2,620,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,4,636,5,642,0,0,1,0,0,0,0,0,2108,0,1,2,0.00
4,0,975,1487,-1,4,512,0,999,0,4,6.00,0.00,0.00,0.00,0.00,-2.00,1,652,4,732,1,0,0,0,1,0,0,0,3049,0,0,3,0.00
-1,1,275,1172,510,-3,897,0,999,0,3,6.00,-3.50,0.00,0.00,-2.00,-1.67,1,693,4,768,1,0,0,0,1,0,0,0,1461,1,0,2,0.00
0,0,908,1638,-1,0,730,1,990,0,2,3.00,0.00,0.00,0.00,-2.00,-1.00,4,705,1,550,0,0,1,0,1,0,0,0,2599,2,0,4,0.00
1,0,223,823,-1,1,600,0,999,1,1,6.00,-5.25,0.00,0.00,0.00,0.00,3,375,-3,860,1,0,1,0,0,0,0,0,2649,0,1,3,0.00
