FIRM,Class,Start,End,TOD,FIRMF,Length,Night,Gap,WS,Idx,Base,StartAdj,LenAdj,Comp,Trans,Press,P1S,P1L,P2S,P2L,MalAdj,NFZ,WNFZ,AFZ,WAFZ,MFZ,WMFZ,NBad,TIW,RIW,HIW,SIW,CCW
3,1,510,1230,1170,3,720,0,999,0,5,6.00,0.00,0.00,0.00,0.00,-3.00,0,795,3,885,1,0,0,0,1,0,0,0,2990,0,0,1,0.00
-2,0,450,1320,-1,-2,870,0,540,0,6,6.00,-0.50,-1.50,-2.00,0.00,-4.00,2,840,3,795,0,0,0,0,1,0,0,0,4110,0,0,1,0.50
-2,0,510,1081,-1,-2,571,0,735,0,9,6.00,0.00,0.00,0.00,0.00,-7.67,-1,765,1,480,1,0,0,0,1,0,0,0,4565,0,1,1,0.00
4,1,510,1230,1170,4,720,0,999,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,1,795,4,885,1,0,0,0,1,0,0,0,1680,0,0,1,0.00
2,0,870,1350,-1,2,480,0,690,0,2,6.00,0.00,0.00,0.00,-3.00,-0.67,1,750,2,390,0,0,0,0,1,0,0,0,3135,2,0,1,0.00
5,0,870,1471,-1,5,601,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,720,2,601,1,0,0,0,1,0,0,0,3301,1,0,1,0.00
5,1,870,1590,1170,4,720,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,601,2,720,1,0,1,0,1,0,0,0,0,0,0,0,0.00
5,0,870,1350,-1,5,480,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,0,390,-2,750,0,0,0,0,1,0,0,0,3000,2,1,1,0.00
5,0,870,1469,-1,5,599,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,720,2,601,1,0,0,0,1,0,0,0,3301,1,0,1,0.00
2,1,870,1590,1170,2,720,0,690,0,3,6.00,0.00,0.00,0.00,-2.00,-1.67,1,750,4,720,1,0,1,0,1,0,0,0,2580,2,0,1,0.00
-1,0,1065,1815,-1,-1,750,1,620,0,3,3.00,0.00,-0.50,-1.75,0.00,-2.00,2,520,2,545,0,0,1,0,0,0,0,0,1065,0,0,2,3.00
-10,0,295,815,-1,-10,520,0,999,0,8,6.00,-3.00,0.00,0.00,-5.00,-7.83,-8,349,-6,660,1,0,0,0,0,0,0,0,4129,1,5,6,3.50
3,0,525,870,-1,3,345,0,650,0,3,6.00,0.00,0.00,-0.25,-1.00,-1.33,2,460,2,410,1,0,0,0,1,0,0,0,2564,1,2,4,3.50
-1,2,795,1680,1170,-10,885,0,765,0,7,6.00,0.00,0.00,0.00,-2.00,-5.33,0,735,0,810,1,0,1,0,1,0,0,0,3730,0,0,5,2.00
5,0,965,1590,-1,5,625,0,820,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,630,2,795,0,0,1,0,1,0,0,0,1425,0,0,2,0.00
4,0,735,1455,-1,4,720,0,740,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,570,0,655,1,0,0,0,1,0,0,0,2810,0,0,3,1.00
5,2,795,1680,1170,-3,885,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,645,4,720,1,0,1,0,1,0,0,0,2595,0,1,3,0.00
2,0,1223,1748,-1,2,525,1,780,0,2,3.00,0.00,0.00,0.00,0.00,-1.00,2,480,11,0,0,0,1,0,0,0,0,0,480,0,0,1,2.00
5,1,653,1543,1170,4,890,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,250,1,745,1,0,0,0,1,0,0,0,995,1,0,1,0.00
5,0,1073,1398,-1,5,325,0,954,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,240,11,0,0,0,0,0,0,0,0,0,240,0,0,1,2.50
5,1,653,1543,1170,4,890,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,250,2,690,1,0,0,0,1,0,0,0,2254,2,1,4,0.00
-5,0,601,975,-1,-5,374,1,336,0,1,3.00,0.00,-8.00,0.00,0.00,0.00,-5,535,11,0,0,0,0,0,1,0,0,0,535,0,1,1,0.00
2,0,1366,1846,-1,2,480,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,2,480,1,300,1,0,1,0,0,0,0,0,3005,2,2,4,3.00
2,0,1380,1890,-1,2,510,1,999,1,1,3.00,0.00,0.00,0.00,-1.00,0.00,-2,670,-1,480,1,0,1,0,0,0,0,0,2170,0,1,3,3.00
4,2,810,1590,1170,4,780,0,645,0,2,6.00,0.00,0.00,-0.25,-1.00,-0.67,-4,945,-7,1140,1,0,1,0,1,0,0,0,3375,1,2,3,0.00
-1,0,135,525,-1,-1,390,1,810,0,3,3.00,0.00,0.00,0.00,-2.00,-1.67,2,315,5,535,0,0,1,0,0,0,0,0,2056,2,0,4,7.00
2,0,1050,1435,-1,2,385,0,705,0,3,6.00,0.00,0.00,0.00,-2.00,-1.67,1,361,3,250,1,0,0,0,0,0,0,0,611,2,0,2,7.50
-10,2,810,1529,1170,-10,719,0,645,0,12,6.00,0.00,0.00,-0.25,-6.00,-13.17,-10,945,-8,540,1,0,0,0,1,0,0,1,3605,3,6,5,9.00
5,0,415,860,-1,5,445,0,999,1,1,6.00,-1.00,0.00,0.00,0.00,0.00,2,510,4,354,0,0,0,0,0,0,1,0,2299,0,0,2,0.00
5,0,655,820,-1,5,165,0,780,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,390,2,550,1,0,0,0,0,0,0,0,1735,1,1,1,3.00
5,1,865,1584,1170,4,719,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,1,180,1,450,1,0,0,0,1,0,0,0,630,1,0,2,0.00
-1,0,100,700,-1,-1,600,1,790,0,3,3.00,0.00,0.00,0.00,-2.00,-1.67,-2,590,1,785,0,0,1,0,0,0,0,0,2050,1,1,3,1.50
-2,0,1135,1580,-1,-2,445,0,480,0,4,6.00,0.00,0.00,-3.00,-2.00,-2.67,-2,720,1,721,1,0,0,0,0,0,0,0,3301,1,3,4,7.00
-2,1,865,1585,1170,-2,720,0,825,0,9,6.00,0.00,0.00,0.00,-1.00,-7.33,-1,655,-2,480,1,0,0,0,1,0,0,0,4490,0,2,4,3.00
5,0,1207,1552,-1,5,345,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00
-5,0,617,1077,-1,-5,460,0,999,0,8,6.00,0.00,0.00,0.00,-5.00,-6.00,-4,465,-5,440,1,0,0,0,1,0,0,0,2705,2,3,4,1.50
-10,0,962,1412,-1,-10,450,0,999,0,17,6.00,0.00,0.00,0.00,-5.00,-18.00,-10,465,-10,590,1,0,0,0,1,0,0,5,2411,0,6,5,0.00
-1,1,812,1531,1170,-1,719,0,999,0,7,6.00,0.00,0.00,0.00,-2.00,-5.00,0,445,1,705,1,0,0,0,1,0,0,0,3252,1,0,3,0.00
0,0,1352,1997,-1,0,645,1,610,0,2,3.00,0.00,0.00,-1.75,0.00,-1.00,2,739,11,0,0,0,1,0,0,0,0,0,739,0,0,1,1.00
-1,0,887,1572,-1,-1,685,0,999,0,6,6.00,0.00,0.00,0.00,-3.00,-4.33,0,550,-2,505,1,0,0,0,1,0,0,0,2350,3,2,3,0.00
4,0,1157,1522,-1,4,365,0,999,0,3,6.00,0.00,0.00,0.00,-1.00,-1.33,4,450,5,465,1,0,0,0,0,0,0,0,2260,1,3,5,0.00
2,1,812,1170,1170,2,358,0,999,0,4,6.00,0.00,0.00,0.00,-2.00,-2.00,3,445,3,705,1,0,0,0,1,0,0,0,1775,0,1,3,0.00
5,0,400,975,-1,5,575,0,999,1,1,6.00,-1.25,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00
5,0,400,865,-1,5,465,0,999,1,1,6.00,-1.25,0.00,0.00,0.00,0.00,2,480,3,690,1,0,0,0,0,0,1,0,2480,0,0,1,0.00
3,0,400,895,-1,3,495,0,999,0,4,6.00,-1.25,0.00,0.00,0.00,-2.00,3,415,4,435,1,0,0,0,1,0,1,0,2335,0,0,1,0.00
5,1,1120,1170,1170,5,50,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,540,-1,1170,1,0,0,0,0,0,0,0,2750,0,0,1,0.00
-3,0,1080,1750,-1,-3,670,1,760,0,5,3.00,0.00,0.00,0.00,-1.00,-4.50,-1,610,0,735,0,0,1,0,0,0,0,0,2850,0,1,2,0.50
4,0,890,1230,-1,4,340,0,999,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,620,-9,720,1,0,0,0,1,0,0,0,2120,1,2,2,0.00
3,2,960,1170,1170,3,210,0,999,1,1,6.00,0.00,0.00,0.00,-3.00,0.00,-3,315,-1,479,1,0,0,0,1,0,0,0,1453,3,1,4,0.00
5,0,885,1456,-1,5,571,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
-2,0,585,1020,-1,-2,435,0,999,0,5,6.00,0.00,0.00,0.00,-5.00,-3.33,-4,705,1,800,1,0,0,0,1,0,0,0,2660,1,1,3,0.00
5,2,765,1170,1170,5,405,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-1,360,-2,645,0,0,0,0,1,0,0,0,1915,1,1,3,0.00
4,0,825,1585,-1,4,760,0,690,0,2,6.00,0.00,-0.38,0.00,0.00,-0.67,4,750,1,390,0,0,0,0,1,0,0,0,3365,2,0,1,0.00
5,0,825,1180,-1,5,355,0,705,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,735,3,760,1,0,0,0,1,0,0,0,1495,0,0,1,0.00
2,2,900,1170,1170,2,270,0,999,0,2,6.00,0.00,0.00,0.00,-3.00,-0.67,-1,815,1,735,1,0,0,0,1,0,0,0,3335,0,0,2,0.00
3,2,900,1170,1170,3,270,0,999,0,2,6.00,0.00,0.00,0.00,-2.00,-0.67,1,815,3,300,0,0,0,0,1,0,0,0,2617,0,0,1,0.00
1,0,300,605,-1,1,305,0,635,0,2,6.00,-4.00,0.00,-0.50,0.00,-0.67,5,400,-1,470,0,0,0,0,0,0,0,0,1445,0,0,2,0.00
5,2,705,1490,1170,4,785,0,705,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,520,1,305,1,0,0,0,1,0,0,0,520,0,0,1,2.00
5,0,590,920,-1,5,330,0,810,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,390,11,0,0,0,0,0,1,0,0,0,390,0,0,1,2.50
4,0,465,1240,-1,4,775,0,999,1,1,6.00,-0.25,-0.50,0.00,0.00,0.00,5,330,5,390,1,0,0,0,1,0,0,0,0,0,0,0,0.00
4,2,705,1490,1170,4,785,0,705,0,4,6.00,0.00,0.00,0.00,0.00,-2.00,5,520,5,155,1,0,0,0,1,0,0,0,995,0,0,2,2.50
2,0,960,1685,-1,2,725,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00
5,1,830,1533,1170,4,703,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,2,725,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00
2,0,960,1685,-1,2,725,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00
2,0,680,1386,-1,2,706,0,999,0,2,6.00,0.00,0.00,0.00,-3.00,-0.67,1,549,4,715,1,0,0,0,1,0,0,0,1981,0,0,3,0.00
-10,0,830,1520,-1,-10,690,0,999,0,9,6.00,0.00,0.00,0.00,-7.00,-9.50,-10,731,-5,634,1,0,0,0,1,0,0,1,3157,1,5,4,0.00
3,1,830,1533,1170,3,703,0,999,0,2,6.00,0.00,0.00,0.00,-2.00,-0.67,2,710,4,700,1,0,0,0,1,0,0,0,2025,0,0,3,0.00
4,0,680,1385,-1,4,705,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
4,0,680,1393,-1,4,713,0,750,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,690,4,705,1,0,0,0,1,0,0,0,2100,0,0,1,0.00
4,0,680,1385,-1,4,705,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,719,4,708,1,0,0,0,1,0,0,0,2829,0,0,1,0.00
5,1,680,1385,1170,4,705,0,725,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,715,4,707,1,0,0,0,1,0,0,0,2137,0,0,1,0.00
4,0,455,1106,-1,4,651,0,999,1,1,6.00,-0.50,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
4,1,815,1553,1170,4,738,0,999,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,2,500,0,763,1,0,0,0,1,0,0,0,1263,0,0,2,0.00
4,0,736,1476,-1,4,740,0,795,0,2,6.00,0.00,-0.12,0.00,0.00,-0.67,5,539,4,440,0,0,0,0,1,0,0,0,2904,0,0,5,1.00
2,0,1126,1491,-1,2,365,0,995,0,4,6.00,0.00,0.00,0.00,-2.00,-2.33,2,580,0,695,1,0,0,0,0,0,0,0,2026,1,0,4,0.00
5,1,721,1866,1170,-7,1145,0,999,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,510,1,690,1,0,1,0,1,0,0,0,2480,2,0,3,0.00
4,0,871,1221,-1,4,350,0,740,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,4,715,1,510,0,0,0,0,1,0,0,0,1439,1,0,3,0.00
1,0,1006,1661,-1,1,655,1,999,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,5,395,5,520,1,0,1,0,0,0,0,0,395,1,0,1,0.00
5,1,721,1866,1170,-7,1145,0,900,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,480,3,670,1,0,1,0,1,0,0,0,2890,0,0,3,0.50
2,0,1300,1845,-1,2,545,1,999,1,1,3.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
1,0,680,1302,-1,1,622,0,745,0,5,6.00,0.00,0.00,0.00,-2.00,-3.00,2,675,2,530,1,0,0,0,1,0,0,0,3360,0,0,4,2.50
-10,0,1420,2320,-1,-10,900,1,495,0,14,3.00,0.00,-4.00,-3.75,-7.00,-16.00,-10,480,-10,675,1,0,1,0,1,0,0,4,4245,4,6,5,0.50
3,1,760,1610,1170,-3,850,0,999,0,4,6.00,0.00,0.00,0.00,-1.00,-2.00,4,395,4,425,1,0,1,0,1,0,0,0,2863,1,3,4,0.00
-5,0,1030,1667,-1,-5,637,1,645,0,7,3.00,0.00,0.00,-1.25,-1.00,-5.67,-2,720,3,650,0,0,1,0,0,0,0,0,3588,1,1,3,0.50
-10,0,160,715,-1,-10,555,0,877,0,8,6.00,-5.00,0.00,0.00,-5.00,-7.67,-10,518,-6,657,1,0,1,0,0,0,0,1,3392,2,5,4,0.50
3,1,760,1605,1170,-4,845,0,930,0,6,6.00,0.00,0.00,0.00,0.00,-3.33,3,510,4,674,1,0,1,0,1,0,0,0,2736,0,0,4,0.00
-10,0,134,669,-1,-10,535,1,480,0,8,3.00,0.00,0.00,-4.00,-3.00,-7.00,-1,225,-2,410,0,0,1,0,0,0,0,0,2595,2,1,4,0.00
1,0,755,1169,-1,1,414,0,999,0,7,6.00,0.00,0.00,0.00,-1.00,-4.33,2,420,2,243,1,0,0,0,1,0,0,0,2741,0,0,5,0.00
-10,1,654,1579,1170,-10,925,0,865,0,16,6.00,0.00,0.00,0.00,-3.00,-17.33,-10,435,-10,715,1,0,0,0,1,0,0,4,3310,1,6,6,2.50
-1,0,524,769,-1,-1,245,0,999,0,7,6.00,0.00,0.00,0.00,-2.00,-4.67,0,380,1,600,0,0,0,0,0,0,0,0,2255,2,1,4,0.00
-10,0,434,1009,-1,-10,575,0,725,0,16,6.00,-0.75,0.00,0.00,-4.00,-18.00,-10,505,-10,530,1,0,0,0,1,0,0,6,3418,2,7,6,8.50
4,1,654,1574,1170,2,920,0,860,0,4,6.00,0.00,0.00,0.00,0.00,-2.00,5,440,5,545,1,0,0,0,1,0,0,0,1219,0,0,2,5.00
-2,0,960,1475,-1,-2,515,0,600,0,4,6.00,0.00,0.00,-1.00,-5.00,-2.33,-3,555,1,660,0,0,0,0,1,0,0,0,4015,3,1,5,3.50
2,0,275,770,-1,2,495,0,999,1,1,6.00,-4.50,0.00,0.00,0.00,0.00,4,780,4,765,1,0,0,0,0,0,0,0,780,0,0,1,0.00
-8,1,675,1390,1230,-8,715,0,630,0,11,6.00,0.00,0.00,-0.50,-2.00,-11.00,-6,450,-4,600,1,0,0,0,1,0,0,0,4335,0,4,4,4.00
-1,0,900,1400,-1,-1,500,0,575,0,6,6.00,0.00,0.00,-1.50,-1.00,-4.67,-1,610,0,585,0,0,0,0,1,0,0,0,2725,1,0,4,5.00
4,0,750,1515,-1,4,765,0,645,0,2,6.00,0.00,-0.38,-0.25,0.00,-0.67,5,495,5,635,1,0,0,0,1,0,0,0,2235,0,0,4,4.50
3,1,885,1680,1230,-3,795,0,750,0,4,6.00,0.00,0.00,0.00,-1.00,-2.00,4,630,4,565,1,0,1,0,1,0,0,0,2920,0,2,4,5.50
-7,0,966,1046,-1,-7,80,0,690,0,10,6.00,0.00,0.00,0.00,-3.00,-9.67,-9,730,-6,585,0,0,0,0,1,0,0,0,3885,3,4,6,7.00
0,0,136,416,-1,0,280,1,795,0,3,3.00,0.00,0.00,0.00,-1.00,-1.67,0,575,1,510,1,0,1,0,0,0,0,0,2355,1,3,4,13.00
-10,0,841,1156,-1,-10,315,0,970,0,11,6.00,0.00,0.00,0.00,-4.00,-11.67,-10,325,-9,450,1,0,0,0,1,0,0,1,3490,2,4,6,14.50
5,2,927,1761,1230,-1,834,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,-10,450,-10,305,1,0,1,0,1,0,0,10,3259,2,8,7,18.50
5,0,431,1076,-1,5,645,0,999,0,2,6.00,-0.75,0.00,0.00,0.00,-0.67,2,435,11,0,0,0,0,0,1,0,0,0,435,0,0,1,0.00
5,0,1046,1586,-1,5,540,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,1,615,2,270,1,0,0,0,0,0,0,0,885,1,0,2,0.00
5,0,816,1276,-1,5,460,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,2,460,2,455,1,0,0,0,1,0,0,0,1455,0,0,2,0.00
5,2,927,1761,1230,1,834,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,1,420,2,400,1,0,1,0,1,0,0,0,820,0,0,2,0.00
0,0,1260,2020,-1,0,760,1,930,0,2,3.00,0.00,-0.75,0.00,-1.00,-1.00,2,660,2,690,0,0,1,0,0,0,0,0,2625,1,0,3,0.00
1,0,1110,1770,-1,1,660,1,810,0,2,3.00,0.00,0.00,0.00,-1.00,-1.00,2,525,-1,269,1,0,1,0,0,0,0,0,1859,1,0,2,1.50
4,1,855,1705,1230,-3,850,0,705,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,555,2,515,1,0,1,0,1,0,0,0,2150,0,1,3,2.00
2,0,1409,1995,-1,2,586,1,999,0,2,3.00,0.00,0.00,0.00,0.00,-1.00,2,525,11,0,0,0,1,0,0,0,0,0,525,0,0,1,0.00
5,0,825,1380,-1,5,555,0,999,0,2,6.00,0.00,0.00,0.00,-0.50,-0.67,5,375,2,586,1,0,0,0,1,0,0,0,375,0,0,1,0.00
1,0,270,870,-1,1,600,0,845,0,2,6.00,-4.50,0.00,0.00,0.00,-0.67,4,490,5,615,1,0,1,0,1,0,0,0,2150,0,0,4,1.00
5,1,855,1705,1230,-2,850,0,705,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,5,555,5,510,1,0,1,0,1,0,0,0,1065,0,0,2,2.00
0,0,90,810,-1,0,720,1,999,0,2,3.00,0.00,0.00,0.00,-2.00,-1.00,1,505,3,720,0,0,1,0,0,0,0,0,2520,1,0,4,0.00
-10,0,1395,2115,-1,-10,720,1,720,0,11,3.00,0.00,0.00,0.00,-8.00,-13.50,-10,900,-10,530,1,0,1,0,0,0,0,3,4368,5,6,5,1.50
4,1,805,1765,1230,-9,960,0,700,0,4,6.00,0.00,0.00,0.00,0.00,-2.00,2,930,0,496,1,0,1,0,1,0,0,0,3466,0,0,4,0.00
4,0,410,1215,-1,4,805,0,999,1,1,6.00,-1.25,-0.75,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00
-7,0,1365,1910,-1,-7,545,1,735,1,8,3.00,0.00,0.00,0.00,-1.00,-8.50,-5,555,-4,780,1,0,1,0,0,0,0,0,4090,1,3,4,1.50
-10,0,1365,1875,-1,-10,510,1,870,1,16,3.00,0.00,0.00,0.00,-3.00,-23.83,-10,465,-10,670,1,0,1,0,0,0,0,6,4355,2,7,6,1.00
-1,1,805,1765,1230,-10,960,0,700,0,8,6.00,0.00,0.00,0.00,-1.00,-6.00,-3,930,-2,620,1,0,1,0,1,0,0,0,3210,0,2,4,0.00
2,0,1240,2020,-1,2,780,1,999,1,1,3.00,0.00,-1.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00
-1,0,430,1030,-1,-1,600,0,975,0,6,6.00,-0.75,0.00,0.00,-2.00,-4.33,-2,570,-1,705,1,0,0,0,1,0,0,0,3245,1,1,3,0.00
-3,0,130,870,-1,-3,740,1,480,0,2,3.00,0.00,-0.25,-4.00,-1.00,-1.00,5,570,5,630,1,0,1,0,1,0,0,0,2590,1,0,4,4.00
5,1,1150,1795,1230,2,645,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,1,795,1,625,1,0,1,0,0,0,0,0,2710,0,0,3,0.00
4,0,820,1480,-1,4,660,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
-3,0,1105,1765,-1,-3,660,1,999,0,4,3.00,0.00,0.00,0.00,-3.00,-2.67,2,254,1,670,1,0,1,0,0,0,0,0,2754,3,1,4,1.50
-3,0,1060,1930,-1,-3,870,1,999,0,3,3.00,0.00,-3.00,0.00,-1.00,-2.00,-3,740,5,570,1,0,1,0,0,0,0,0,3270,1,2,4,3.00
0,1,1150,1795,1230,-3,645,0,885,0,6,6.00,0.00,0.00,0.00,-2.00,-4.17,-2,735,3,795,1,0,1,0,0,0,0,0,2995,2,1,3,0.00
4,0,520,1210,-1,4,690,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,465,11,0,0,0,0,0,1,0,0,0,465,0,0,1,0.00
2,1,925,1750,1230,-4,825,0,960,0,4,6.00,0.00,0.00,0.00,-2.00,-2.33,-1,480,1,705,1,0,1,0,1,0,0,0,1400,2,0,3,1.50
2,0,310,835,-1,2,525,0,999,1,1,6.00,-3.75,0.00,0.00,0.00,0.00,5,465,11,0,0,0,0,0,0,0,0,0,465,0,0,1,0.00
-3,1,925,1770,1230,-10,845,0,960,0,7,6.00,0.00,0.00,0.00,-3.00,-5.50,-5,480,-3,705,1,0,1,0,1,0,0,0,3455,2,2,5,1.50
-2,0,1420,2180,-1,-2,760,1,575,0,2,3.00,0.00,-0.50,-2.25,-1.00,-1.00,2,540,2,505,0,0,1,0,0,0,0,0,1690,2,0,3,3.50
5,1,1005,1955,1230,-4,950,0,999,1,1,6.00,0.00,0.00,0.00,-1.00,0.00,1,660,2,600,1,0,1,0,0,0,0,0,2645,0,0,4,0.00
1,0,325,980,-1,1,655,0,935,0,3,6.00,-3.50,0.00,0.00,0.00,-1.33,5,375,5,465,0,0,0,0,1,0,0,0,840,0,0,2,1.00
-7,1,1005,1955,1230,-10,950,0,540,0,10,6.00,0.00,0.00,-2.00,-2.00,-9.17,-6,495,-4,480,1,0,1,0,0,0,0,0,3120,2,2,5,2.50
-3,0,1370,2095,-1,-3,725,1,575,0,2,3.00,0.00,-0.25,-2.50,-2.00,-1.00,0,620,0,675,0,0,1,0,0,0,0,0,2561,1,0,4,2.50
3,1,675,1465,1230,2,790,0,745,0,4,6.00,0.00,0.00,0.00,-1.00,-2.00,4,575,4,710,1,0,0,0,1,0,0,0,2660,0,1,3,1.00
5,0,580,1210,-1,5,630,0,770,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,670,3,690,0,0,0,0,1,0,0,0,3494,0,0,1,0.00
4,0,580,1299,-1,4,719,0,735,0,3,6.00,0.00,0.00,0.00,0.00,-1.33,4,705,4,660,1,0,0,0,1,0,0,0,1365,0,0,1,0.00
5,1,580,1405,1230,4,825,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,719,4,430,1,0,0,0,1,0,0,0,3228,0,0,1,0.00
4,0,760,1475,-1,4,715,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,11,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00
5,0,580,1210,-1,5,630,0,770,0,2,6.00,0.00,0.00,0.00,0.00,-0.67,4,670,1,690,1,0,0,0,1,0,0,0,3494,0,0,1,0.00
3,0,580,1299,-1,3,719,0,735,0,5,6.00,0.00,0.00,0.00,0.00,-3.00,4,705,4,660,1,0,0,0,1,0,0,0,3275,0,0,1,0.00
5,1,580,1405,1230,4,825,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,3,719,4,430,1,0,0,0,1,0,0,0,3228,0,0,1,0.00
5,0,1080,1515,-1,5,435,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,5,575,0,835,0,0,0,0,0,0,0,0,2025,0,0,3,0.00
0,0,1385,2177,-1,0,792,1,999,0,2,3.00,0.00,-1.25,0.00,-1.00,-1.00,4,780,-1,828,1,0,1,0,0,0,0,0,2245,1,0,3,0.00
2,2,915,1425,1230,2,510,0,999,0,3,6.00,0.00,0.00,0.00,-3.00,-1.33,1,675,-2,740,1,0,0,0,1,0,0,0,2328,0,1,4,0.00
1,0,1295,2060,-1,1,765,1,765,0,2,3.00,0.00,-0.75,0.00,0.00,-1.00,2,545,11,0,0,0,1,0,0,0,0,0,545,0,0,1,1.00
1,0,1425,1795,-1,1,370,1,999,0,2,3.00,0.00,0.00,0.00,-1.33,-1.00,1,470,4,655,1,0,1,0,0,0,0,0,1125,0,0,2,0.00
5,2,915,1425,1230,5,510,0,999,1,1,6.00,0.00,0.00,0.00,-0.50,0.00,1,370,1,470,1,0,0,0,1,0,0,0,0,0,0,0,0.00
4,0,735,1344,-1,4,609,0,945,0,2,6.00,0.00,0.00,0.00,-1.00,-0.67,5,600,-1,861,0,0,0,0,1,0,0,0,2325,0,0,3,0.00
-2,0,16,732,-1,-2,716,1,746,0,5,3.00,0.00,0.00,0.00,0.00,-4.50,0,694,1,530,1,0,1,0,0,0,0,0,2691,0,0,2,0.00
-1,1,855,1230,1230,-1,375,0,999,0,6,6.00,0.00,0.00,0.00,-3.00,-4.33,-3,563,-8,931,1,0,0,0,1,0,0,0,3581,3,3,2,0.00
2,0,895,1680,-1,2,785,1,999,1,1,3.00,0.00,-1.00,0.00,0.00,0.00,11,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00
1,0,1035,1434,-1,1,399,0,999,0,6,6.00,0.00,0.00,0.00,-1.00,-3.67,2,609,3,600,1,0,0,0,0,0,0,0,3675,0,1,4,0.00
-1,0,585,1265,-1,-1,680,0,705,0,7,6.00,0.00,0.00,0.00,-1.00,-6.33,0,540,1,660,1,0,0,0,1,0,0,0,3972,1,0,4,2.50
5,1,855,1575,1230,4,720,0,999,1,1,6.00,0.00,0.00,0.00,0.00,0.00,4,625,4,660,1,0,0,0,1,0,0,0,1285,0,0,2,0.00
